ref_area.label,indicator.label,source.label,sex.label,time,obs_value,note_indicator.label,note_source.label
Madagascar,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MDG - LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,Sex: Total,2012,89.27,Informal employees: Do not have a written contract | Economic units in the informal sector: Produce goods or services for sale or barter; do not keep a complete set of accounts; and are not registered,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: Less than or equal to 9 years old
Madagascar,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MDG - LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,Sex: Male,2012,85.53,Informal employees: Do not have a written contract | Economic units in the informal sector: Produce goods or services for sale or barter; do not keep a complete set of accounts; and are not registered,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: Less than or equal to 9 years old
Madagascar,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MDG - LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,Sex: Female,2012,92.64,Informal employees: Do not have a written contract | Economic units in the informal sector: Produce goods or services for sale or barter; do not keep a complete set of accounts; and are not registered,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: Less than or equal to 9 years old
Madagascar,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MDG - HS - Enquête périodique auprès des ménages EPM/DSM,Sex: Total,2005,73.63,Informal employees: Do not have a written contract | Economic units in the informal sector: Produce goods or services for sale or barter; do not keep a complete set of accounts; and are not registered,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: Less than or equal to 9 years old
Madagascar,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MDG - HS - Enquête périodique auprès des ménages EPM/DSM,Sex: Male,2005,66.82,Informal employees: Do not have a written contract | Economic units in the informal sector: Produce goods or services for sale or barter; do not keep a complete set of accounts; and are not registered,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: Less than or equal to 9 years old
Madagascar,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MDG - HS - Enquête périodique auprès des ménages EPM/DSM,Sex: Female,2005,81,Informal employees: Do not have a written contract | Economic units in the informal sector: Produce goods or services for sale or barter; do not keep a complete set of accounts; and are not registered,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: Less than or equal to 9 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2005,53.24,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2005,50.18,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2005,57.66,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2008,52.49,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2008,49.05,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2008,57.36,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2009,53.74,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2009,50.85,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2009,57.78,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2010,54.17,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2010,51.15,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2010,58.37,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2011,54.2,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2011,50.89,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2011,58.84,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2012,54.6,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2012,51.11,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2012,59.34,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2013,53.92,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2013,50.45,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2013,58.57,,Data reference period: Second semester | Age coverage - minimum age: 14 years old
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2014,52.71,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2014,49.42,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2014,57.23,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2015,52.98,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2015,49.65,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2015,57.54,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2016,52.54,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2016,49.41,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2016,56.81,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,2017,52.18,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Male,2017,49.34,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
Mexico,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MEX - LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Female,2017,56.11,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",
North Macedonia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MKD - LFS - Labour Force survey,Sex: Total,2010,12.4,Informal employees: Do not have a written contract nor paid vacation,
North Macedonia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MKD - LFS - Labour Force survey,Sex: Male,2010,15.05,Informal employees: Do not have a written contract nor paid vacation,
North Macedonia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MKD - LFS - Labour Force survey,Sex: Female,2010,7.61,Informal employees: Do not have a written contract nor paid vacation,
North Macedonia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MKD - LFS - Labour Force survey,Sex: Total,2018,9.02,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have a written contract nor social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are not registered; have unregistered employees; are engaged in non-agricultural activities; and are not producers of goods exclusively for own final use",Employment definition: Excluding own-use production workers
North Macedonia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MKD - LFS - Labour Force survey,Sex: Male,2018,12.62,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have a written contract nor social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are not registered; have unregistered employees; are engaged in non-agricultural activities; and are not producers of goods exclusively for own final use",Employment definition: Excluding own-use production workers
North Macedonia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MKD - LFS - Labour Force survey,Sex: Female,2018,3.64,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have a written contract nor social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are not registered; have unregistered employees; are engaged in non-agricultural activities; and are not producers of goods exclusively for own final use",Employment definition: Excluding own-use production workers
Mali,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MLI - LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Total,2004,81.77,,
Mali,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MLI - LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Male,2004,74.26,,
Mali,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MLI - LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Female,2004,89.19,,
Mongolia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MNG - LFS - Labour force survey,Sex: Total,2014,24.53,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; and are not registered",
Mongolia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MNG - LFS - Labour force survey,Sex: Male,2014,28.12,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; and are not registered",
Mongolia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),MNG - LFS - Labour force survey,Sex: Female,2014,20.71,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; and are not registered",
Namibia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NAM - LFS - Labour force survey,Sex: Total,2008,43.95,,Data reference period: October | Population coverage: Excluding institutional population
Namibia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NAM - LFS - Labour force survey,Sex: Male,2008,41.13,,Data reference period: October | Population coverage: Excluding institutional population
Namibia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NAM - LFS - Labour force survey,Sex: Female,2008,46.91,,Data reference period: October | Population coverage: Excluding institutional population
Nicaragua,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NIC - LFS - Encuesta Continua de Hogares,Sex: Total,2005,72.36,,Data reference period: July | Age coverage - minimum age: 10 years old
Nicaragua,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NIC - LFS - Encuesta Continua de Hogares,Sex: Male,2005,71.22,,Data reference period: July | Age coverage - minimum age: 10 years old
Nicaragua,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NIC - LFS - Encuesta Continua de Hogares,Sex: Female,2005,73.57,,Data reference period: July | Age coverage - minimum age: 10 years old
Nicaragua,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NIC - LFS - Encuesta Continua de Hogares,Sex: Total,2008,65.73,,Data reference period: July | Age coverage - minimum age: 10 years old
Nicaragua,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NIC - LFS - Encuesta Continua de Hogares,Sex: Male,2008,64.88,,Data reference period: July | Age coverage - minimum age: 10 years old
Nicaragua,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NIC - LFS - Encuesta Continua de Hogares,Sex: Female,2008,66.62,,Data reference period: July | Age coverage - minimum age: 10 years old
Nicaragua,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NIC - LFS - Encuesta Continua de Hogares,Sex: Total,2010,74.99,,Data reference period: July | Age coverage - minimum age: 10 years old
Nicaragua,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NIC - LFS - Encuesta Continua de Hogares,Sex: Male,2010,72.01,,Data reference period: July | Age coverage - minimum age: 10 years old
Nicaragua,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),NIC - LFS - Encuesta Continua de Hogares,Sex: Female,2010,77.74,,Data reference period: July | Age coverage - minimum age: 10 years old
Pakistan,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAK - LFS - Labour Force Survey,Sex: Total,2010,78.36,Informal employees: Do not have a written contract nor social security coverage nor paid vacation,Population coverage: Excluding armed forces and/or conscripts
Pakistan,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAK - LFS - Labour Force Survey,Sex: Male,2010,78.65,Informal employees: Do not have a written contract nor social security coverage nor paid vacation,Population coverage: Excluding armed forces and/or conscripts
Pakistan,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAK - LFS - Labour Force Survey,Sex: Female,2010,75.71,Informal employees: Do not have a written contract nor social security coverage nor paid vacation,Population coverage: Excluding armed forces and/or conscripts
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Total,2009,43.78,Break in series: Change in source,Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Male,2009,41.79,Break in series: Change in source,Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Female,2009,46.49,Break in series: Change in source,Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Total,2012,39.47,Break in series: Change in source,Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Male,2012,39.85,Break in series: Change in source,Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Female,2012,38.97,Break in series: Change in source,Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Total,2013,40.39,,Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Male,2013,40.1,,Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Female,2013,40.84,,Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Total,2016,40.2,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Do not keep a complete set of accounts; are below a certain size; and are not registered",Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Male,2016,40.27,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Do not keep a complete set of accounts; are below a certain size; and are not registered",Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - LFS - Encuesta de Mercado Laboral,Sex: Female,2016,40.11,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Do not keep a complete set of accounts; are below a certain size; and are not registered",Data reference period: August | Population coverage: Excluding institutional population
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Total,2005,49.76,,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Male,2005,49.92,,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Female,2005,49.3,,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Total,2008,45.16,,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Male,2008,43.66,,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Female,2008,47.14,,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Total,2010,42.76,Break in series: Change in source,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Male,2010,42.18,Break in series: Change in source,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Female,2010,43.56,Break in series: Change in source,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Total,2011,39.37,,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Male,2011,39.74,,
Panama,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PAN - HIES - Living Standards Survey,Sex: Female,2011,38.87,,
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Total,2005,76.12,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Male,2005,72.04,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Female,2005,81.05,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Total,2008,71.88,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Male,2008,66.91,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Female,2008,77.75,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Total,2009,69.91,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Male,2009,65.07,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Female,2009,75.65,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Total,2010,70.32,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Male,2010,65.63,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Female,2010,75.87,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Total,2011,67.53,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Total,2012,67.13,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Total,2013,68.82,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
