"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","CZE","Czechia","2015","2015",0.90811,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","CZE","Czechia","2016","2016",0.91526,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","QAT","Qatar","2013","2013",25.01865,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","QAT","Qatar","2014","2014",24.57543,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","QAT","Qatar","2016","2016",23.91656,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","QAT","Qatar","2017","2017",24.20265,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","ISR","Israel","2013","2013",0.96893,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","ISR","Israel","2014","2014",0.96697,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","ISR","Israel","2015","2015",0.97034,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","PSE","Palestine","2013","2013",0.92101,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","PSE","Palestine","2014","2014",0.91883,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","PSE","Palestine","2015","2015",0.93995,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","PSE","Palestine","2016","2016",0.96539,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","PSE","Palestine","2018","2018",0.97847,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","CHE","Switzerland","2014","2014",88.84205,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","CHE","Switzerland","2015","2015",88.92318,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","CHE","Switzerland","2016","2016",88.54595,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","CHE","Switzerland","2018","2018",88.9693,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","FRA","France","2013","2013",26.74262,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","FRA","France","2014","2014",27.83565,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","FRA","France","2015","2015",29.49101,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","FRA","France","2016","2016",28.79049,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","FRA","France","2017","2017",29.29877,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","PHL","Philippines","2013","2013",19.23905,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","PHL","Philippines","2017","2017",18.80533,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","CHL","Chile","2013","2013",0.95465,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","CHL","Chile","2015","2015",0.9564,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","CHL","Chile","2017","2017",0.95901,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","SEN","Senegal","2013","2013",2.90112,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","SEN","Senegal","2017","2017",2.7008,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","PRI","Puerto Rico","2017","2017",0.9302,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","ARE","United Arab Emirates","2017","2017",0.93601,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","ARE","United Arab Emirates","2018","2018",0.93082,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","SVN","Slovenia","2013","2013",24.82178,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","SVN","Slovenia","2014","2014",25.11386,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","SVN","Slovenia","2015","2015",26.14379,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","SVN","Slovenia","2016","2016",26.9522,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","SVN","Slovenia","2017","2017",28.17666,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","USA","United States of America","2013","2013",31.66066,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","USA","United States of America","2014","2014",31.9558,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","USA","United States of America","2015","2015",32.50076,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","USA","United States of America","2016","2016",33.43969,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","USA","United States of America","2018","2018",34.99247,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","SAU","Saudi Arabia","2013","2013",24.8408,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","SAU","Saudi Arabia","2017","2017",31.47765,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","LTU","Lithuania","2013","2013",90.22254,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","LTU","Lithuania","2014","2014",91.05434,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","LTU","Lithuania","2015","2015",91.75602,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","LTU","Lithuania","2016","2016",92.94309,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","LTU","Lithuania","2017","2017",94.29904,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","SGP","Singapore","2013","2013",81.80537,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","SGP","Singapore","2014","2014",81.91603,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","SGP","Singapore","2015","2015",82.88254,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","SGP","Singapore","2016","2016",83.26216,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","SGP","Singapore","2017","2017",83.46289,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","SGP","Singapore","2018","2018",85.05447,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","GRC","Greece","2014","2014",0.93,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","GRC","Greece","2015","2015",0.97442,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","GRC","Greece","2016","2016",0.97563,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","USA","United States of America","2013","2013",1.00004,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","USA","United States of America","2014","2014",0.99943,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","USA","United States of America","2015","2015",0.99987,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","USA","United States of America","2016","2016",1.00043,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","USA","United States of America","2018","2018",0.99903,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","CHL","Chile","2013","2013",1.03303,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","CHL","Chile","2015","2015",1.15755,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","CHL","Chile","2017","2017",1.51488,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","AND","Andorra","2014","2014",72.03068,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","AND","Andorra","2015","2015",71.67243,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","AND","Andorra","2016","2016",71.48384,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","SRB","Serbia","2013","2013",11.45818,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","SRB","Serbia","2014","2014",12.64971,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","SRB","Serbia","2015","2015",13.58381,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","SRB","Serbia","2016","2016",14.51091,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","SRB","Serbia","2017","2017",14.89724,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","ARE","United Arab Emirates","2017","2017",49.17583,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","ARE","United Arab Emirates","2018","2018",52.46504,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","MLT","Malta","2013","2013",16.45185,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","MLT","Malta","2014","2014",17.23945,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","MLT","Malta","2015","2015",16.71015,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","MLT","Malta","2016","2016",16.69696,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","MLT","Malta","2018","2018",22.08695,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","IRL","Ireland","2017","2017",85.04296,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","SAU","Saudi Arabia","2013","2013",66.50886,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","SAU","Saudi Arabia","2017","2017",68.84821,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","ARM","Armenia","2015","2015",92.04399,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","ARM","Armenia","2017","2017",90.22909,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","PSE","Palestine","2013","2013",15.10981,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","PSE","Palestine","2014","2014",15.73516,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","PSE","Palestine","2015","2015",16.58315,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","PSE","Palestine","2016","2016",17.42703,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","PSE","Palestine","2018","2018",20.10098,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","ZWE","Zimbabwe","2014","2014",52.47886,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","ZWE","Zimbabwe","2017","2017",59.79202,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",0.99929,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",0.99869,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",0.99912,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","BHR","Bahrain","2016","2016",1.11645,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","BHR","Bahrain","2017","2017",1.13325,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","BHR","Bahrain","2018","2018",1.18284,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PAK","Pakistan","2013","2013",35.42733,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PAK","Pakistan","2014","2014",37.33128,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PAK","Pakistan","2016","2016",37.23775,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PAK","Pakistan","2017","2017",36.43153,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","ITA","Italy","2014","2014",13.84892,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","ITA","Italy","2015","2015",14.35266,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","SWE","Sweden","2013","2013",0.5728,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","SWE","Sweden","2014","2014",0.58845,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","SWE","Sweden","2015","2015",0.60337,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","SWE","Sweden","2016","2016",0.61834,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","SWE","Sweden","2017","2017",0.63202,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","DOM","Dominican Republic","2013","2013",1.01905,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","DOM","Dominican Republic","2014","2014",1.01837,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","DOM","Dominican Republic","2015","2015",1.03262,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","KWT","Kuwait","2013","2013",57.74994,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","KWT","Kuwait","2015","2015",62.15685,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","KWT","Kuwait","2017","2017",61.99867,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","KWT","Kuwait","2018","2018",61.79583,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SEN","Senegal","2013","2013",2.57515,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SEN","Senegal","2017","2017",1.37552,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","URY","Uruguay","2013","2013",1.38221,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","URY","Uruguay","2014","2014",1.497,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","URY","Uruguay","2015","2015",1.60099,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","URY","Uruguay","2016","2016",1.52921,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","URY","Uruguay","2017","2017",1.75583,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","URY","Uruguay","2018","2018",1.93551,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","ROU","Romania","2013","2013",99.13397,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","ROU","Romania","2014","2014",99.08747,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","ROU","Romania","2015","2015",99.13516,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","ROU","Romania","2016","2016",99.1362,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","ROU","Romania","2017","2017",99.16326,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","MLI","Mali","2015","2015",7.34422,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","MLI","Mali","2016","2016",4.73807,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","MLI","Mali","2018","2018",6.048,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","SVK","Slovakia","2013","2013",85.96088,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","SVK","Slovakia","2014","2014",85.31762,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","SVK","Slovakia","2015","2015",86.68583,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","SVK","Slovakia","2016","2016",87.32021,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","SVK","Slovakia","2017","2017",87.07162,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","ZAF","South Africa","2014","2014",62.79687,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","ZAF","South Africa","2015","2015",62.79679,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","MAC","China, Macao Special Administrative Region","2016","2016",53.18347,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","THA","Thailand","2013","2013",57.78431,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","THA","Thailand","2016","2016",62.09832,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","LVA","Latvia","2013","2013",0.9993,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","LVA","Latvia","2014","2014",1.00318,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","LVA","Latvia","2015","2015",1.00251,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","LVA","Latvia","2016","2016",1,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","LVA","Latvia","2018","2018",1,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","TJK","Tajikistan","2017","2017",31.53691,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","MEX","Mexico","2013","2013",54.8283,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","MEX","Mexico","2014","2014",56.09103,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","MEX","Mexico","2015","2015",58.0608,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","MEX","Mexico","2016","2016",58.47642,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","MEX","Mexico","2017","2017",60.29057,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","MEX","Mexico","2018","2018",62.29302,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","BIH","Bosnia and Herzegovina","2016","2016",81.16556,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","ARG","Argentina","2013","2013",21.3466,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","ARG","Argentina","2014","2014",21.48547,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","ARG","Argentina","2015","2015",21.13941,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","ARG","Argentina","2016","2016",21.44456,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","ARG","Argentina","2018","2018",22.46859,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","POL","Poland","2013","2013",20.36061,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","POL","Poland","2014","2014",21.40623,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","POL","Poland","2016","2016",22.63748,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","LCA","Saint Lucia","2013","2013",8.45746,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",8.57874,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",8.78437,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",11.99042,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","PAK","Pakistan","2013","2013",0.91807,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","PAK","Pakistan","2014","2014",0.95793,,
